function	101112C14	101112C4	101112C9	101112H14	101112H4	101112H9	101112L14	101112L4	101112L9	101112M14	101112M4	101112M9	123C14	123C4	123C9	123H14	123H4	123H9	123L14	123L4	123L9	123M4	123M9	131415C14	131415C4	131415C9	131415H14	131415H4	131415H9	131415L14	131415L4	131415L9	131415M14	131415M4	131415M9	13M14	456C4	456H4	456H9	456L14	456L4	456L9	456M14	456M4	456M9	45C14	45C9	45H14	67C9	6C14	789C4	789H14	789H4	789H9	789L14	789L4	789L9	789M14	789M4	7C14	89C14	89C9	89M9
1.14.12.18-RXN	47.0	141.0	51.0	36.0	300.25	13.0	23.0	152.25	20.0	34.0	199.17	469.0	0.0	611.0	51.0	0.0	149.75	108.0	13.0	161.5	451.58	395.0	183.5	24.0	288.25	69.75	21.34	80.0	10.75	13.0	231.0	75.0	30.0	189.0	54.0	142.75	150.0	76.25	9.0	19.0	247.25	120.0	33.0	66.75	242.5	0.0	283.0	130.75	124.0	67.75	55.25	48.0	107.5	38.0	0.0	84.0	17.0	15.75	104.0	101.75	127.0	162.0	131.25
1.14.13.10-RXN	0.0	58.0	0.0	17.0	0.0	0.0	0.0	23.0	8.0	0.0	0.0	0.0	0.0	91.72	0.0	0.0	0.0	19.0	0.0	0.0	6.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	12.0	7.0	0.0	58.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	4.0	35.0
1.14.13.59-RXN	5352.5	4329.92	9784.68	8666.0	5871.74	4958.75	7686.0	3486.9300000000003	5057.67	9759.28	6743.06	10640.32	8639.67	5507.129999999999	14947.3	9915.79	4902.25	23707.32	3928.33	4186.27	11236.09	5212.45	8765.8	4494.0	9602.7	10985.33	9791.79	5554.25	4635.0	4568.0	3432.0	8437.33	19006.75	13184.61	12937.0	4060.84	2887.78	82142.88	15987.05	13978.6	68415.82	22810.83	4290.67	2315.66	37565.43	11632.33	27794.56	11293.32	64249.0	21576.48	2833.9700000000003	2874.2	3069.42	2439.58	2294.67	2492.64	2643.0	2435.0	2772.75	16299.32	4436.66	2689.83	3496.17
1.14.13.69-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0
1.14.13.8-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.17	0.0	0.0	10.71	1.14	0.0	1.0	0.0	0.0	10.43	3.83	0.0	3.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6.57	0.0	0.0	1.2	3.71	0.0	0.0	0.0	38.0	0.0	1.86	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.0	0.0
1.14.13.84-RXN	60.0	152.0	77.0	36.0	763.25	39.0	3.0	69.0	29.0	62.0	318.5	602.0	0.0	420.5	14.0	7.0	227.0	123.0	29.0	315.5	323.5	104.0	122.0	132.0	248.5	110.5	87.0	109.0	46.0	29.5	248.5	209.0	4.0	168.0	152.0	10.0	34.5	202.0	25.5	96.5	563.0	206.0	61.0	222.5	391.0	20.0	486.0	11.0	183.5	13.0	343.5	22.0	27.0	86.0	11.5	222.0	0.0	5.0	39.0	49.0	216.33	72.0	65.0
1.14.13.92-RXN	0.0	58.0	13.0	17.0	78.0	16.0	3.0	23.0	8.0	13.0	40.0	142.0	0.0	106.0	14.0	2.0	61.0	19.0	18.0	20.5	7.5	38.0	66.0	2.0	78.5	2.5	4.0	0.0	0.0	7.5	85.5	11.0	4.0	34.0	34.0	19.0	8.0	60.0	17.5	22.0	164.0	16.0	9.0	23.0	11.0	12.0	8.0	6.0	58.0	0.0	20.5	6.0	0.0	0.0	4.5	84.0	10.0	0.0	9.0	9.0	31.0	26.0	35.0
1.14.18.2-RXN	0.0	0.0	0.0	0.0	7.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	6.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.14.19.1-RXN	325204.32	334574.84	466272.0	323771.81000000006	388546.41	283031.75	288056.9	279463.36	325452.97	412049.38	326024.34	338518.62	192398.92	80500.71	269769.48	172726.31	73003.43000000001	331539.68	180576.71	102014.42	247112.59000000003	102554.82	188933.56	304680.35	443269.64	391914.31	374657.15	240864.03	256247.91	496697.59	278501.84	418924.17	405879.38	474372.21	370366.38	189012.89	136657.47	266350.25	248325.38	290971.34	256012.94	216328.95	210641.9	62929.61	273709.99	234243.58	243675.99	254543.94	497303.0	349315.56	263908.66	369708.06	260286.54	249964.39	320337.35	201334.85	210886.35	248395.39	178545.54	373483.16	289242.10000000003	172934.74	252878.53000000003
1.14.19.3-RXN	146974.32	141999.42	269190.47000000003	133888.31	192871.58	147926.77	88144.22	109590.88	116379.81	99276.27	113371.79	138313.09	52024.84	24870.21	66726.16	49556.55	20422.75	87555.54	51920.22	21123.64	54117.70999999999	32248.99	40023.58	126401.48	242204.6	210223.15	177832.94	110151.01	133182.63999999998	95191.14	82159.98	152457.47999999998	188697.27	247988.77	154872.16999999998	39791.44	52159.11	78929.44	71564.36	62398.41	72192.37	51820.61	57273.48	21627.79	72259.82	53085.06	55675.48	66094.65	195986.0	160044.35	125221.35	77881.03	112665.17	90008.59	70533.23999999999	76433.57999999999	93907.33	73087.88999999998	75648.23000000001	123546.27	111230.84	59507.77	87837.82999999999
1.14.20.1-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	0.0	0.0	0.0
1.14.21.6-RXN	3040.0	1117.33	2096.5	2250.65	1754.66	1737.83	3314.8500000000004	998.16	2748.01	2952.69	1527.5	2809.3500000000004	2376.0	810.1599999999999	1479.34	1892.82	597.17	1068.16	1622.67	498.66	1008.66	240.83	590.4999999999999	3088.15	930.51	1242.83	3096.1800000000003	590.34	1376.5	6085.31	979.51	2798.67	4055.14	2619.3300000000004	2568.32	1673.16	580.35	653.5	1133.34	3201.67	738.3199999999999	1137.49	3943.3400000000006	388.66	1257.35	933.99	1225.82	1820.67	1823.66	3319.66	1246.33	8474.16	1528.33	2529.66	6672.51	893.33	1735.66	4588.83	935.83	3187.84	3473.51	1198.17	2327.34
1.15.1.2-RXN	3222.45	12470.85	2300.95	2325.75	7216.28	3357.0	1884.65	4735.9	2729.17	2344.25	8126.000000000001	5089.6	4704.549999999999	8412.35	6277.45	3546.35	4763.3	2559.65	4342.5	24786.56	5486.45	4744.45	3080.03	1598.9	5209.650000000001	1799.1	1141.8	2999.15	1658.1	2867.23	10358.0	2490.7	805.51	2090.21	4028.85	1299.15	6868.299999999999	3930.73	2669.75	8340.15	9952.15	4836.070000000001	4380.75	3248.3	8035.5	5936.76	3973.3	2299.98	8141.0	2493.45	9084.45	6039.8	7968.15	4541.6	10957.0	8467.9	7779.6	3441.4	8297.130000000001	2950.9	2063.9	7809.200000000001	8310.619999999999
1.17.1.1-RXN	463951.8	429812.04	542475.03	436877.26	473768.83	377205.27	381307.94000000006	372219.68000000005	423761.24	526969.86	442374.8	476354.46	304842.49	435744.4	453885.88	306294.74	374311.06	565584.1499999999	384260.67	476535.52	423399.28	384274.89	335678.14	440633.69	539542.1599999999	466813.37	474485.7400000001	307230.12999999995	345800.04000000004	727786.68	449792.88000000006	539259.76	516436.37	571555.3	552667.2000000001	366730.66	334072.28	401707.95	397206.27	466910.59	381843.71	343460.11	361622.48	259161.32000000004	405911.93	365643.72	476788.54	410147.27	527810.49	416404.4900000001	327717.91	560616.3500000001	341334.58	303321.24000000005	506579.47	238094.63	274625.26	367490.41	234297.94	488527.58	382592.59	246020.64	373003.52
1.17.4.2-RXN	14.0	109.6	61.0	0.0	195.0	18.0	11.0	51.0	13.0	34.0	255.0	429.0	0.0	158.0	66.0	14.0	0.0	41.0	301.0	611.0	922.0	0.0	503.0	16.0	89.0	36.0	11.0	0.0	28.0	7.0	84.0	0.0	29.0	18.0	14.0	8.0	37.0	0.0	15.0	47.0	50.0	58.0	51.0	100.0	188.0	139.0	0.0	12.0	182.0	0.0	70.2	0.0	169.0	17.0	0.0	55.0	25.0	6.0	59.0	23.4	30.0	28.0	35.0
1.17.5.1-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.18.1.2-RXN	162187.35	176847.40999999997	182524.46	139284.89	187492.97	128370.23	160439.66	125761.17	199617.71	230512.62	201475.21	170756.57	153840.75	235972.34	204305.66	101319.51	190461.19	223098.49	161560.59999999998	259483.38	205992.06	199692.09	163178.73	158214.34999999998	192406.7	151997.02	165860.27	106772.52	95584.3	291877.46	146144.65	212613.76	179371.38	199909.06	176291.51	175621.52	164387.75	338494.84	158723.95	173570.36	333701.13	225058.33	155841.56	145623.68	258507.0	204306.57	298753.84	169720.59000000003	331900.4	223853.51	137019.66	220585.39	137738.13	115543.94999999998	199078.19	101251.82	104815.12	154449.59	93951.02000000002	207700.57	144951.83999999997	96108.3	139122.7
1.2.1.2-RXN	381801.11	425411.17	320208.36	363063.36	397448.7	323386.98	325349.84	355439.03	374360.59	408085.51	463785.82000000007	455493.7	296686.23	795114.4099999999	483198.26	340925.68000000005	677444.14	595643.6599999999	480851.98	918531.13	598566.58	675207.56	386583.67	389476.02	375364.05	298461.95	351541.86	264596.47	300137.52	549528.23	591841.03	489276.61	371563.32	335448.88	585704.1000000001	480071.81000000006	515113.04	873742.9299999999	399949.56	441774.78	820397.6400000001	466912.76	385887.65	442277.76	604481.46	431157.1	732044.9099999999	359709.24	660626.1799999999	425189.58	283960.02	523238.96	337031.24	318196.35	393150.35	250029.92	248115.66000000003	303356.25	234681.09000000003	372358.69	297857.19999999995	251187.11	376498.6
1.2.1.27-RXN	455219.16	449658.45	529711.21	422311.19	534471.37	387655.61	371191.02	397637.41	450188.99	511034.37	528197.21	498450.36	314977.62	802479.6200000001	532233.19	322447.25	684867.51	631196.48	501066.19	871497.3	622486.26	706073.33	443508.05	450047.91	549607.4	461165.2400000001	450651.21	321881.46	359886.11	681839.92	502841.2	559113.55	433677.2	538668.92	587197.53	528077.1699999999	542113.72	690940.52	435297.29999999993	510370.99	657413.89	500523.22	436826.9	496141.05	568345.23	454720.89	792053.8	394884.64	626177.36	420522.23	350918.74	599901.38	390501.14	346980.78	492261.27	274372.34	286841.38	384996.15	255290.28	426895.7	349288.52	279515.43	444254.81000000006
1.2.1.32-RXN	31208.92	33677.490000000005	19910.09	26198.15	47923.58	20158.41	25869.51	19135.66	21494.09	35595.86	56647.33	34370.85	65893.17	222449.49	79358.01	57472.07	177718.16999999998	102818.99	114315.83	256502.99	134815.91	191766.83	89316.0	32489.65	16521.260000000002	12526.92	23771.01	12240.84	13624.91	44197.09	25832.6	18572.84	23362.14	15311.36	37907.83	126424.5	133330.01	144079.83000000002	66584.35	109736.42	156711.49	108253.32	73055.01000000001	135683.66	108275.68	104091.49	197381.82	66888.03	56988.91	35232.65	43739.92	79101.66	59171.41	32801.32	57614.85	32831.16	25816.4	43921.66	35081.17	33342.84	31758.17	35040.41	59158.01
1.2.1.45-RXN	85689.0	108767.8	83832.8	93732.0	94577.1	97325.0	76917.0	125939.4	105805.0	86740.0	120618.86	133054.6	71877.0	159895.41999999998	140321.0	113024.0	144682.0	175290.1	124705.0	160680.4	122878.0	125231.0	90540.0	95819.0	119751.0	98401.0	86140.8	87865.82999999999	106412.0	120701.4	212390.0	152422.2	98528.0	113327.2	174549.6	103561.0	96349.0	181842.0	111634.0	100942.5	137971.2	83659.2	80583.0	76204.8	123860.2	97814.0	126110.0	118646.0	130278.0	77019.0	53236.9	81866.0	68872.0	59000.0	58616.0	41826.0	50080.8	51502.5	48641.0	73198.0	54803.21	44911.4	73151.0
1.2.1.54-RXN	99769.67	122990.03	77612.09	92779.38	117439.4	94947.33	66654.04999999999	117217.49	90620.28	89701.19	144692.14	139965.36000000002	120794.62	353704.96	193568.72	142824.64	308352.0	256631.17	202614.68	372837.69	215881.31	290379.31	156352.28	86256.54999999999	112839.65	82434.06	85932.78	86523.78	96192.32	125484.26	203546.97	131813.83000000002	93798.35	104744.95	185753.94	183050.6	212045.7	205887.67	162902.3	154542.01	186464.11	144923.93	131243.01	201635.91	155409.86	140479.97	260098.38	164883.94	86972.61	67580.34999999999	86190.20999999999	128958.78	113218.02000000002	77444.89	97437.71	65703.33	61568.86000000001	79001.43	73452.98	74877.75	63582.69	62079.23	111450.68
1.2.1.58-RXN	178.0	88.0	128.0	25.0	419.0	23.0	2.0	9.5	0.0	5.5	52.0	306.0	0.0	433.5	31.0	5.0	382.0	84.0	8.0	55.0	2148.0	108.0	127.0	34.0	251.0	99.0	40.0	47.0	24.0	6.0	216.5	144.0	9.0	121.0	203.0	0.0	18.0	3266.0	54.0	100.0	3543.5	998.0	45.0	73.5	2290.0	408.5	1652.0	5.0	2588.5	583.0	289.0	16.0	22.0	77.0	47.0	101.0	34.0	7.0	4.5	588.0	220.0	9.0	11.5
1.2.1.65-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.2.1.66-RXN	41641.83	16034.09	35049.92	35875.83	17150.33	24435.75	43199.91	12921.83	41552.58	39758.09	13844.33	24913.53	10832.34	4113.38	4138.0	5759.75	921.5	2144.24	9920.41	2668.17	7166.08	2086.5	6270.34	57253.5	21135.84	25728.34	44445.57000000001	10569.33	16094.91	64703.0	21154.67	36836.26	42029.0	19174.17	26770.42	17808.09	3693.68	1810.0	5737.51	10998.41	3519.92	6710.16	21815.59	1178.34	14133.07	20801.08	4807.0	4517.75	21659.25	55415.16	7537.0	45128.91	6276.08	15959.83	37119.84	5918.83	19338.66	28150.33	5326.75	33584.33	37797.0	14701.51	17256.43
1.2.1.67-RXN	10983.83	8799.0	10926.42	11929.46	8619.8	10267.0	14909.66	6384.5	13997.33	14132.84	8450.2	9400.01	4862.67	1713.33	3183.67	3372.0	460.0	2001.33	7319.66	1959.6	5091.83	1101.0	5388.29	28318.0	11955.27	9008.34	12728.33	6161.2	6998.66	16331.0	11517.34	13531.01	14124.0	7207.0	12705.34	14367.14	1782.33	2535.33	2180.4700000000003	5492.33	4077.83	4342.66	6964.67	610.86	8044.33	16041.16	4404.5	3004.0	7838.1	9935.66	2821.67	5857.66	2129.33	2935.41	8389.67	2259.5	5419.66	6704.0	2232.0	5526.73	8455.33	6404.84	5898.51
1.2.1.9-RXN	2313.26	2459.27	2273.02	2841.17	2644.67	1702.0700000000002	1632.17	701.46	1071.62	2373.03	2020.61	1468.07	1305.5	1908.19	1092.44	514.6700000000001	696.19	827.6	740.1199999999999	1024.77	2122.39	1383.82	1889.54	5152.25	4395.26	1534.33	1875.17	1628.2200000000005	1211.08	1835.26	1594.23	1032.34	1961.61	730.48	1986.73	963.52	244.07	1899.06	946.31	1638.42	1596.09	990.1	703.26	502.38	2979.08	2735.33	1042.77	1283.16	1350.15	1773.56	486.33	976.84	648.01	373.66	1058.41	719.69	640.3299999999999	784.3299999999999	364.25	830.5699999999999	1048.0	1072.69	693.78
1.2.3.3-RXN	500.19	1353.28	708.36	218.71	5829.9	315.78	264.73	1357.39	218.12	707.91	5228.42	5285.57	0.0	5477.52	883.6499999999999	143.15	997.45	1654.38	1240.7	2593.34	12477.350000000002	2649.28	4869.07	183.82	3737.25	598.97	401.83	929.14	377.39	139.76999999999998	2443.13	1099.84	209.13	1973.92	829.16	963.7	724.8	1739.18	263.72	631.95	2842.44	1552.42	742.41	1370.62	4242.93	717.35	1936.86	370.28	1886.88	287.28000000000003	2439.11	371.77	1308.41	585.02	151.4	1153.46	293.2	63.4	1588.2199999999998	483.75	961.69	1281.69	1054.59
1.2.4.4-RXN	596963.19	488713.84	805943.46	550320.71	650016.39	492020.83	502719.84	436182.1	608048.52	682286.6699999999	539105.85	563914.13	249677.64	286839.63	446848.22	229440.94	238587.56	494084.54	325100.7	316392.67	402281.5	284048.51	330043.31000000006	619855.47	776404.41	664786.3300000001	629068.76	393688.87	436208.01	952486.08	438835.77	695595.1200000001	582949.71	777147.2	610400.33	359662.81	279057.11	324404.11	367360.8	485471.87000000005	311834.82	371916.82	403997.78	203795.41	427681.86	386666.14	466557.27	349751.34	650792.3600000001	531489.8300000001	383975.99	687411.71	365997.0	362538.53	623491.8	275743.45	353689.79000000004	470163.62	250437.46	545353.15	447275.22	302690.94	469034.13
1.2.7.4-RXN	245.0	872.0	435.0	150.0	581.0	436.0	32.0	548.0	94.67	291.6	623.6	106.0	0.0	1338.0	332.0	20.0	1120.0	154.0	4.0	3642.4	348.0	803.8	164.05	318.0	848.25	250.0	86.0	366.0	100.0	6.0	560.0	236.0	114.0	537.28	548.0	48.0	321.0	606.0	114.0	10.0	856.0	40.0	10.0	256.0	570.0	28.0	108.0	62.86	766.0	58.25	404.0	47.67	174.0	114.0	96.0	358.0	370.0	28.0	260.0	14.0	76.0	619.0	421.67
1.2.7.5-RXN	1075.79	2481.71	377.86	243.57	1594.14	565.0	419.57	540.5699999999999	336.0	568.78	1645.29	908.07	3092.0	1817.72	1413.72	591.0	675.0	790.0	2847.0	6082.17	2812.14	734.76	1374.14	113.57	501.29	328.57	31.86	26.86	27.57	110.0	123.57	178.29	114.5	89.14	520.0	522.5699999999999	1959.43	580.14	521.71	1822.0	4586.29	2882.57	826.57	479.71	2504.86	1893.14	1503.86	941.3	3347.86	569.0	2621.43	4291.5	1722.0	1961.0	2563.0	1652.29	1194.0	677.79	820.14	4448.64	865.29	2382.29	1204.0
1.2.7.6-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
1.2.7.7-RXN	0.0	0.0	11.0	0.0	5.0	32.0	6.0	22.0	5.0	0.0	52.0	0.0	0.0	114.0	24.0	0.0	5.0	0.0	0.0	62.0	0.0	0.0	0.0	20.0	168.0	18.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	40.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	14.0	23.0	0.0	0.0	0.0	0.0	4.0	9.0	0.0	0.0	0.0	0.0	31.0	27.0
1.2.7.8-RXN	133372.35	60362.56	110366.97	115942.83	59443.93	83787.33	147582.49	45032.57	141098.66999999998	133849.18	55783.52	87683.81	53150.69	42364.36	30402.0	26750.33	23691.1	21290.59	55355.66	62031.310000000005	46624.33	34627.5	35128.83	167950.16999999998	66973.42	79460.5	136836.81	33307.16	50598.66	196568.01	72289.93	120065.71	136010.33000000002	66536.53	96665.61	78276.66	32237.86	156235.33000000002	30386.5	63499.64000000001	151124.03	74010.02	87958.17	15723.54	123046.68	95570.82	81863.84	27385.66	182038.5	225320.91	34811.4	172425.65999999997	32420.66	64193.66	141056.83000000002	28245.33	76320.65	104688.34	25546.66	150639.31	139596.7	58165.17	70882.51000000001
1.2.99.7-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	79.60000000000001	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
1.20.1.1-RXN	20.0	63.0	25.0	14.0	96.5	6.0	0.0	54.0	0.0	0.0	43.0	47.0	0.0	133.0	12.0	7.0	32.0	0.0	6.0	21.0	0.0	23.0	6.0	0.0	34.0	9.0	0.0	38.0	0.0	9.0	64.0	0.0	0.0	18.0	49.0	6.0	59.0	28.0	12.0	8.0	19.0	0.0	8.0	47.2	32.0	2.0	0.0	0.0	24.0	23.33	0.0	7.0	12.0	0.0	3.0	43.0	18.0	5.0	42.0	0.0	5.0	13.0	12.0
1.20.98.1-RXN	3215.2000000000003	2658.9299999999994	4283.7	3090.65	3590.86	3670.83	3313.2500000000005	1875.56	3779.01	3118.69	2545.57	3407.28	2561.8	1810.76	2103.54	1829.42	663.17	1373.56	2351.67	2460.86	2825.06	590.23	1300.6999999999998	3322.55	3991.24	3326.43	2996.98	1856.74	2417.1	5109.29	3451.51	3015.8	2423.74	4291.73	3991.92	1946.76	1097.15	690.9	1549.34	3402.07	1734.39	1651.89	3383.34	384.79	2600.35	1274.26	1730.62	2318.47	2763.66	3980.86	1666.5300000000002	5420.96	2044.73	2862.26	5590.51	1119.23	1981.26	3487.2300000000005	1396.63	2699.24	2391.91	2111.37	2593.14
1.21.3.1-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.5	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	110.0	0.0	0.0	0.0	0.0	27.0	0.0	3.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	26.0	5.0	0.0	0.0	1.25	13.0	0.0	0.0
1.21.4.1-RXN	8.0	124.0	18.0	9.0	17.0	12.0	13.0	22.0	0.0	8.0	213.9	56.0	0.0	0.0	0.0	0.0	0.0	3.5	28.0	133.45	77.0	71.0	115.5	12.0	212.0	105.0	6.0	103.0	0.0	0.0	10.5	0.0	3.75	45.0	0.0	0.0	9.0	0.0	0.0	45.0	32.5	21.5	12.0	43.0	191.0	0.0	0.0	0.0	19.0	0.0	21.0	21.0	104.0	0.0	6.0	24.0	45.5	0.0	39.0	42.0	37.0	8.5	81.0
1.21.4.3-RXN	0.0	172.0	0.0	0.0	387.32	0.0	0.0	28.0	12.0	0.0	344.4	534.0	64.0	644.0	0.0	16.0	267.3	280.0	34.0	1995.94	867.2	964.0	579.72	0.0	0.0	0.0	33.0	76.0	0.0	0.0	0.0	0.0	14.57	88.0	0.0	67.2	508.0	801.3199999999999	108.0	40.0	120.0	0.0	124.0	472.0	240.0	215.32	398.0	172.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	68.0	0.0	0.0
1.21.4.4-RXN	0.0	192.0	0.0	0.0	387.32	0.0	0.0	28.0	12.0	0.0	326.4	534.0	64.0	644.0	0.0	20.0	267.85	280.0	34.0	1999.03	886.8	964.0	579.72	0.0	0.0	0.0	33.0	76.0	0.0	0.0	0.0	0.0	14.57	103.0	0.0	70.8	508.0	801.3199999999999	108.0	40.0	120.0	0.0	124.0	472.0	249.0	215.32	398.0	172.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	68.0	0.0	0.0
1.3.1.19-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.3.1.2-RXN	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.3.1.20-RXN	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.3.1.25-RXN	3210.67	1172.46	2172.7200000000003	2108.33	1448.35	1602.17	5585.67	1696.82	5747.83	3427.34	2309.0	2862.77	222.5	1577.07	664.31	474.0	787.58	309.1	494.33	508.83	607.0699999999999	1545.33	598.3399999999999	3061.5	1764.84	1840.08	2828.4700000000003	889.51	1031.08	8823.0	3154.16	5050.34	4744.17	1862.04	2546.77	1698.75	589.1700000000001	1930.92	635.8399999999999	616.0	1812.18	1200.2	1398.83	373.51	1487.74	1727.83	1224.58	591.58	2856.01	5503.25	825.6700000000001	2045.5	548.84	987.91	2479.5	717.5	1374.3	1558.25	820.33	3205.68	3004.5	1284.33	961.09
